"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","analysis_group"
"GO:0005694","chromosome",491,0.388078291271674,1.5541291556823,1.32500443212574e-06,0.000579026936838949,0.000400288355932713,1180,"tags=31%, list=22%, signal=26%","Q7Z5K2/P35712/Q86US8/Q9H7T9/P07954/Q8WUZ0/Q86V81/Q9HAN9/Q49A26/Q9BTT0/P19484/Q9NR30/Q05925/P27695/Q02880/P39748/Q7RTS1/Q9UEE9/Q9H900/Q8IXM2/Q9Y2J8/O75475/Q96N95/Q9P2W1/Q99986/P12270/P12004/Q8IZD2/Q15788/Q01543/P56182/Q14241/O15265/Q8NCN4/Q9Y6D9/P25490/P61129/P49454/Q8N954/O60566/O94762/Q96NB3/Q15054/Q5VVX9/Q8IZU3/Q9BPX3/Q9C0C2/Q16665/P63165/Q9H040/Q01167/Q15911/Q14149/Q15059/P05455/Q15172/P11308/O60934/Q02539/Q9Y4C8/P17676/P48382/Q13352/P50458/O43663/Q9NYB0/Q13426/Q9UPW0/P53539/P18754/Q5T6F2/Q6PK04/O15294/O00273/P50749/Q9UNZ2/Q8N163/P46013/Q9Y6X8/Q99807/Q92979/P48378/O95239/O00327/Q4FZB7/P17483/Q99814/P18846/Q99549/Q05066/P18887/P14651/Q9Y265/O14867/O43474/Q9UIF9/Q06413/P31314/O43524/Q13112/Q9BVC3/Q9NPA8/O15391/Q16621/P09874/Q8IW19/P51955/Q9UJW0/Q9BUQ8/Q96PM9/Q8NDD1/P15927/O43364/Q9Y4K0/P05412/Q9Y2V3/P13378/O96017/Q03014/Q96AY2/Q9UKD1/P55201/O43823/Q13561/O43670/Q9Y3S2/Q99497/Q12888/P49116/Q14676/Q96EB6/Q02363/Q13601/Q9NX24/Q9H869/O75717/Q9NVF7/O43316/Q16181/Q4LE39/Q15326/Q15645/Q13207/P63146/Q92831/Q9Y4B5/Q9Y6X9/O60479/Q9H160/Q14934","all_groups_holistic"
"GO:0034399","nuclear periphery",46,0.648082165364089,2.08848225511101,2.07799966194578e-06,0.000906007852608358,0.000400288355932713,916,"tags=54%, list=17%, signal=46%","P05783/O75475/P12270/P20700/P12004/O15265/P25490/P49454/O60870/P08670/Q9H254/Q14149/P17676/Q14739/P10636/O95239/Q02643/Q03252/Q9Y265/P05787/Q9GZX5/P54252/Q9UJX5/Q14118/O43823","all_groups_holistic"
"GO:0035578","azurophil granule lumen",45,0.64403314588452,2.05826970441399,7.06372852068222e-06,0.00307272190649677,0.000907131452129717,651,"tags=36%, list=12%, signal=32%","P12724/P20160/P41218/P08246/P05164/Q9Y2J8/Q99460/Q6XQN6/P17213/P24158/P05089/Q96CS3/P53634/P01024/P30041/P15848","all_groups_holistic"
"GO:0098687","chromosomal region",104,0.520171807420805,1.85009003950215,1.1044495696961e-05,0.00479331113248108,0.00106375932239151,1352,"tags=44%, list=25%, signal=34%","Q7Z5K2/Q86US8/Q86V81/P27695/P39748/Q9UEE9/Q9H900/P12270/P12004/Q9Y6D9/P49454/Q8N954/O60566/Q8IZU3/Q9BPX3/P05455/Q15172/O60934/P17676/Q13352/Q9NYB0/P50749/Q4FZB7/P18887/Q9BVC3/P09874/P51955/Q9UJW0/P15927/O96017/Q13561/O43670/Q9Y3S2/Q12888/Q9NX24/Q9NVF7/Q16181/Q92831/Q9Y4B5/Q9NZ71/Q96B01/Q9NYY3/P55735/Q96R06/P54132/Q8IY18","all_groups_holistic"
"GO:0016604","nuclear body",252,0.419158121092009,1.62581216877733,2.27082014191032e-05,0.00983265121447168,0.00174972667776669,1472,"tags=37%, list=27%, signal=28%","Q969K3/Q9NWV8/Q86V81/Q9HAN9/P08579/P27695/Q04725/Q6UUV9/O43290/Q99986/Q6K0P9/P12004/Q8IZD2/Q01543/Q8NCN4/O95232/O14776/Q9H008/O75940/Q96NB3/Q9P013/Q14005/Q9H254/Q16665/P63165/Q9H040/Q15911/Q14149/O60934/Q9Y4C8/Q8NDZ2/Q9NYB0/Q96IZ7/Q8IV76/Q9BY77/Q495M9/P46013/P10636/Q96CJ1/O75427/Q7Z417/O00327/O95858/O14893/Q99814/Q9C0B1/Q5VST9/Q05066/P78317/P35611/Q9NPE2/Q9UIF9/O60238/Q06413/Q9GZX5/Q99590/Q16621/P09874/Q6PD74/P15927/O96017/Q03014/Q9NYF8/Q6QNK2/Q99497/Q12888/Q14676/Q96EB6/Q8N9N5/Q9NX24/Q86YW5/Q8N9N2/P09603/P0DMV8/Q14934/Q15633/Q9H0A6/Q9NZ71/Q14457/O14503/O15527/O14713/Q96R06/P54132/Q8IY18/Q5VWP3/Q01826/Q56P03/Q14151/Q9UIH9/Q8WUQ7/Q8WVM7/Q9H9B1/O60239","all_groups_holistic"
"GO:1990904","ribonucleoprotein complex",140,0.471855894587415,1.75499334363521,4.63976948848349e-05,0.0200438041902487,0.00297922040839466,1190,"tags=42%, list=22%, signal=34%","Q86US8/Q86V81/P08579/Q02880/P06748/P50914/O43290/P55769/P37108/O95786/Q8N6W0/P56182/O95232/O75821/O75940/Q96NB3/Q9P013/Q5T7N2/Q9BUJ2/Q9Y5U2/Q9UKK3/Q96N16/Q8N9T8/P05455/P11308/Q9NQ29/P26378/O15381/Q8NEF9/Q9NVM6/P13994/O75569/Q8IV48/Q92979/O15116/O14893/Q9UKM9/O15213/Q9Y265/Q96GA3/P17931/Q8IWZ8/P16383/Q7L2H7/Q9BUQ8/Q8NDD1/Q92917/Q13151/Q99700/Q9UKF6/Q9BW85/Q13601/Q9NX24/Q15696/Q9BVS4/Q8WYA6/Q9NW64/P0DMV8/Q15633","all_groups_holistic"
"GO:0005766","primary lysosome",70,0.537396634003406,1.83251216143937,7.56037325985166e-05,0.0325096050173621,0.00364091659619172,851,"tags=31%, list=16%, signal=27%","P12724/P20160/P41218/P08246/P05164/Q9Y2J8/Q99460/Q6XQN6/P17213/Q7Z6P3/P24158/P05089/Q96CS3/P31997/Q10589/P53634/P01024/P30041/P15848/P01833/Q9BRF8/O15400","all_groups_holistic"
"GO:0042582","azurophil granule",70,0.537396634003406,1.83251216143937,7.56037325985166e-05,0.0325096050173621,0.00364091659619172,851,"tags=31%, list=16%, signal=27%","P12724/P20160/P41218/P08246/P05164/Q9Y2J8/Q99460/Q6XQN6/P17213/Q7Z6P3/P24158/P05089/Q96CS3/P31997/Q10589/P53634/P01024/P30041/P15848/P01833/Q9BRF8/O15400","all_groups_holistic"
