"Assay","logFC","AveExpr","t","P.Value","adj.P.Val","B","neg_log10_padj","neg_log10_p","sig","UniProt","delta_NPX","n_samples","analysis_group"
"SLC12A1",5.05925471255686,-1.31150084609787,11.1625155525616,2.1753611767984e-07,0.00117817561335402,6.58467269091604,2.92878997081696,6.66246862649405,"Significant","Q13621",4.77667733132839,12,"small_vessel_occlusion"
"PTTG1",-4.12349126699584,-2.73006691783667,-10.2461473754766,5.2216711445807e-07,0.00141402854595245,5.55691042840872,2.84954182305362,6.28219048306673,"Significant","O95997",-2.95226169398853,12,"small_vessel_occlusion"
"ZBTB24",3.0178529389039,-0.372486874461174,8.50596636882377,3.33689694365805e-06,0.00602421128228401,4.44823814465397,2.22009980488157,5.47665720583899,"Significant","O43167",2.06332234484809,12,"small_vessel_occlusion"
"IQCA1L",2.68656100055113,-0.459622658789158,8.2441960762706,4.5222543625802e-06,0.00612313240693359,4.15833755945063,2.21302634925627,5.34464501360539,"Significant","A6NCM1",3.06581196529525,12,"small_vessel_occlusion"
"ENTHD1",3.76670634198564,-1.53903548543652,7.8104787705868,7.60440178929926e-06,0.00823708801816896,3.75267497402727,2.0842262932975,5.11893494463857,"Significant","Q8IYW4",2.55965861209801,12,"small_vessel_occlusion"
"ANKUB1",-1.97829619120347,0.17864428460598,-6.97025993362304,2.21259680038102e-05,0.0199723737847726,2.91425159590757,1.69957031468056,4.655097719974,"Significant","A6NFN9",-1.52905222177505,12,"small_vessel_occlusion"
"FH",2.09650693373999,-0.901850479344527,6.47402344624979,4.33117610008792e-05,0.0335109282258231,2.30032946985026,1.47481354238944,4.36339415805228,"Significant","P07954",2.39211658494813,12,"small_vessel_occlusion"
"SHROOM2",1.57664724624818,0.736283670489987,6.35487508399205,5.11353934835441e-05,0.0346186613883594,2.24146901746194,1.46068972914949,4.29127839783463,"Significant","Q13796",1.43484388611146,12,"small_vessel_occlusion"
"TEX33",4.10241338346932,-1.2934083553652,6.23758029381997,6.03282518094872e-05,0.0363042013111314,2.03067977229965,1.4400431132377,4.21947925947546,"Significant","O43247",2.35310456369604,12,"small_vessel_occlusion"
"RNF32",1.11336968277942,0.260978527367115,6.04707472878578,7.9224392707102e-05,0.0429079310901664,1.77339038826742,1.36746242552293,4.10114108120002,"Significant","Q9H0A6",1.17932251095772,12,"small_vessel_occlusion"
"CCL26",-1.01862741402872,0.127072666150828,-5.90987309239167,9.66996072209503e-05,0.0439993288769478,1.60407039143659,1.35655394776975,4.01457528995133,"Significant","Q9Y258",-0.584383013738053,12,"small_vessel_occlusion"
"HSP90AB4P",3.91330771807541,-0.574861762734751,5.90432555920675,9.7487434734744e-05,0.0439993288769478,1.65701294056847,1.35655394776975,4.01105135739921,"Significant","Q58FF6",3.42626763443862,12,"small_vessel_occlusion"
"ZCCHC2",1.25442807515523,0.27001067964981,5.58114828915195,0.000157565276365736,0.0656441182151406,1.17969705599579,1.18280418109232,3.80253948446257,"Significant","Q9C0B9",0.989151856622526,12,"small_vessel_occlusion"
"CYTH3",1.53271074607387,-0.223927090099702,5.48768998609421,0.000181529998618632,0.0702261766084649,1.09148812716526,1.15350097565386,3.74105159565271,"Significant","O43739",1.67221799828112,12,"small_vessel_occlusion"
"IGFL4",-3.24927417035646,1.28211138459543,-5.3242756016443,0.000233212869249303,0.0842053933236151,0.830021776743613,1.07466009121208,3.63224748783349,"Significant","Q6B9Z1",-2.41646379381418,12,"small_vessel_occlusion"
"STAT1",-0.915849269580959,0.181897507980466,-5.2666154747832,0.000254997736273321,0.086316733728519,0.785575627468073,1.06390500195025,3.59346367497141,"Not significant","P42224",-1.15783413329295,12,"small_vessel_occlusion"
"RPRD1A",-1.01196000875042,0.081380791341265,-5.126578337139,0.000317382016354265,0.101114176504394,0.57088856036697,0.995187950778814,3.49841768507763,"Significant","Q96P16",-0.663237607691969,12,"small_vessel_occlusion"
"FRMPD1",2.22373373837501,-1.32133645843714,5.06697613355802,0.000348659688338862,0.104907826224627,0.494474211325415,0.979192111812293,3.45759826238608,"Significant","Q5SYB0",2.13558208548597,12,"small_vessel_occlusion"
"COG7",0.878644544722166,0.245326559408568,4.95392658043829,0.000417276784394218,0.118945845488373,0.33252582738127,0.924650722294088,3.37957577701835,"Not significant","P83436",0.625809855240264,12,"small_vessel_occlusion"
"ERC2",-1.18644768362738,-0.495105761413773,-4.76998797548721,0.000561096067383717,0.136988889207483,0.0646102686613546,0.863314655847682,3.25096277517381,"Significant","O15083",-1.77097842203719,12,"small_vessel_occlusion"
"SMC5",1.5106113668018,0.505886738499006,4.75615677169158,0.000573840256935563,0.136988889207483,0.0524860375277099,0.863314655847682,3.24120898771829,"Significant","Q8IY18",2.01744960801942,12,"small_vessel_occlusion"
"ADH1B",-1.33829499250443,0.0965692419558764,-4.75318516686511,0.000576617866130616,0.136988889207483,0.0483825934468927,0.863314655847682,3.23911190540648,"Significant","P00325",-1.00011952796153,12,"small_vessel_occlusion"
"STARD3",0.826258825791095,0.207131596282125,4.74773665752189,0.000581747498480818,0.136988889207483,0.0384475327557503,0.863314655847682,3.23526547550718,"Not significant","Q14849",0.631109068010535,12,"small_vessel_occlusion"
"MYO5C",-1.10755995912754,0.104597989469767,-4.68478389219779,0.000644622906427879,0.143597076135063,-0.0543604848462271,0.842854402930317,3.19069426606155,"Significant","Q9NQX4",-1.31023024192878,12,"small_vessel_occlusion"
"AQP1",4.2600405321074,-1.41583358868957,4.66774952369773,0.000662837315985336,0.143597076135063,-0.0796885278299575,0.842854402930317,3.17859304993537,"Significant","P29972",3.35667931309768,12,"small_vessel_occlusion"
"PTH",-0.992614279739571,-0.114132166219254,-4.61377170983502,0.000724213585190816,0.145806908307915,-0.161771905680946,0.836221898727713,3.1401333327114,"Not significant","P01270",-0.761250799575022,12,"small_vessel_occlusion"
"BGLAP",-1.11157376618423,-0.0748342511554559,-4.59660951635222,0.000744956687706469,0.145806908307915,-0.18852013031571,0.836221898727713,3.1278689766972,"Significant","P02818",-0.895432215503284,12,"small_vessel_occlusion"
"ARHGEF40",1.13240008560487,-0.413525857108956,4.56559047984406,0.000784046257635184,0.145806908307915,-0.237467049676133,0.836221898727713,3.10565831379124,"Significant","Q8TER5",0.870331255745675,12,"small_vessel_occlusion"
"USP48",-0.964373395922283,0.578725401467333,-4.56255944263432,0.000787979720216761,0.145806908307915,-0.244972408262479,0.836221898727713,3.10348495955523,"Not significant","Q86UV5",-1.20416856253786,12,"small_vessel_occlusion"
"PLEKHA4",0.79538607278513,0.0835204978163044,4.54566249669075,0.000810290173622768,0.145806908307915,-0.271584340301732,0.836221898727713,3.09135942774386,"Not significant","Q9H4M7",0.537352951403175,12,"small_vessel_occlusion"
"FAM72A",0.713140593920214,-0.100585480531057,4.52782225543769,0.000834566868084447,0.145806908307915,-0.294886574168478,0.836221898727713,3.07853886057053,"Not significant","Q5TYM5",0.433132886886597,12,"small_vessel_occlusion"
"THEGL",0.874809347588563,0.297251500189304,4.41704116049262,0.00100342470490818,0.16982963130571,-0.462462289025815,0.769986533233108,2.99851521059029,"Not significant","P0DJG4",0.930964751754488,12,"small_vessel_occlusion"
"FAM184B",1.01001747416025,-0.294428206980228,4.26456809891064,0.00129647922861187,0.212183969520342,-0.707736658383692,0.673287430104038,2.8872344368364,"Significant","Q9ULE4",1.02095502529825,12,"small_vessel_occlusion"
"AMN",-1.06400977457933,0.175821517283718,-4.23399945222772,0.00136530928799845,0.212183969520342,-0.755948330379509,0.673287430104038,2.86476895532235,"Significant","Q9BXJ7",-1.08722864495856,12,"small_vessel_occlusion"
"HPD",-0.926305759227423,0.229409320862032,-4.21551887762225,0.00140876147047985,0.212183969520342,-0.768665592103842,0.673287430104038,2.85116253479973,"Not significant","P32754",-0.852772177875574,12,"small_vessel_occlusion"
"PPP1R1A",-1.33624070312214,-0.266988437622786,-4.19309575652122,0.00146342817275561,0.212183969520342,-0.821538979108996,0.673287430104038,2.83462858853009,"Significant","Q13522",-1.32683942019939,12,"small_vessel_occlusion"
"GSAP",-2.88425318728134,1.15334567924341,-4.16023582886866,0.00154756821810978,0.212183969520342,-0.872737594221078,0.673287430104038,2.81035019781954,"Significant","A4D1B5",-2.81467317342758,12,"small_vessel_occlusion"
"ARMC3",1.19473209332236,-0.0704858253399531,4.14399801319815,0.00159099294360984,0.212183969520342,-0.893186566187357,0.673287430104038,2.79833174653702,"Significant","Q5W041",1.22561406110014,12,"small_vessel_occlusion"
"GYPA",2.10294051433211,-0.682152648456395,4.1397037300167,0.00160268808610539,0.212183969520342,-0.885806435531891,0.673287430104038,2.79515099147256,"Significant","P02724",2.14514859457101,12,"small_vessel_occlusion"
"FABP2",1.33107330518753,0.230559710413218,4.09111536696779,0.00174142832048023,0.212183969520342,-0.972954489560332,0.673287430104038,2.75909439697983,"Significant","P12104",1.25895058214664,12,"small_vessel_occlusion"
"GALNT3",-0.817209226389631,-0.0501566901803017,-4.06659790210191,0.00181612684037908,0.212183969520342,-1.01172806883969,0.673287430104038,2.74085382313154,"Not significant","Q14435",-0.571066058533532,12,"small_vessel_occlusion"
"GZMH",-0.619259694697531,0.0360793517902493,-4.06522105253122,0.00182041936633357,0.212183969520342,-0.998541901456532,0.673287430104038,2.73982855294643,"Not significant","P20718",-0.41096105288182,12,"small_vessel_occlusion"
"ZFX",0.66210828936233,-0.165012757604321,4.06323154784836,0.00182664058289306,0.212183969520342,-1.010053493408,0.673287430104038,2.73834689776074,"Not significant","P17010",0.812174618882792,12,"small_vessel_occlusion"
"GPD1",-1.26888005915219,0.446027460818489,-4.06077243169081,0.00183436085559176,0.212183969520342,-1.02416872793621,0.673287430104038,2.73651522582166,"Significant","P21695",-1.10882377092327,12,"small_vessel_occlusion"
"TP73",-1.08763312308132,-0.859945360609951,-4.05976570761762,0.00183753119918713,0.212183969520342,-1.01221495048271,0.673287430104038,2.73576527835545,"Significant","O15350",-1.72360711232094,12,"small_vessel_occlusion"
"CA14",0.640829020212221,-0.00558877612153689,4.05932332180011,0.00183892614843646,0.212183969520342,-1.01909641737317,0.673287430104038,2.73543571174645,"Not significant","Q9ULX7",0.554114300438336,12,"small_vessel_occlusion"
"ITPR1",-0.69376510553789,-0.188124405064931,-4.0505851516975,0.00186670659264081,0.212183969520342,-1.0216557939683,0.673287430104038,2.72892393872517,"Not significant","Q14643",-0.171829841126289,12,"small_vessel_occlusion"
"SHOX2",-1.11995433762234,0.596461062319577,-4.0407477157011,0.0018985046977984,0.212183969520342,-1.04994107461975,0.673287430104038,2.72158832387293,"Significant","O60902",-0.747020481846162,12,"small_vessel_occlusion"
"PCDHA1",1.14282900157132,-0.262021873146296,4.03428968845024,0.00191968510090413,0.212183969520342,-1.05373077376863,0.673287430104038,2.71677000575261,"Significant","Q9Y5I3",1.95788669458457,12,"small_vessel_occlusion"
"PDE6B",1.08572404030026,-0.0423363832135995,3.91678088477068,0.00235107116432261,0.248645598429157,-1.247497453701,0.604419224325776,2.6287342250627,"Significant","P35913",1.09738140659673,12,"small_vessel_occlusion"
"HAO1",-2.13082216067291,0.858608561567962,-3.87474737816351,0.00252882770754341,0.248645598429157,-1.31193271021913,0.604419224325776,2.5970807587189,"Significant","Q9UJM8",-1.58827742540411,12,"small_vessel_occlusion"
"KLRC1",1.3130458129169,-0.91572829335928,3.87132213312245,0.0025439132845206,0.248645598429157,-1.29978672814896,0.604419224325776,2.59449769675635,"Significant","P26715",1.28062944327082,12,"small_vessel_occlusion"
"GSTT2B",-1.79276815134124,-0.165992360562086,-3.83253864168808,0.00272137173719595,0.248645598429157,-1.38053642235669,0.604419224325776,2.56521212989025,"Significant","P0CG30",-1.16018444001675,12,"small_vessel_occlusion"
"SLC34A3",1.823305465251,0.370160449761897,3.82826940727452,0.00274167398459232,0.248645598429157,-1.40897777213485,0.604419224325776,2.56198418890112,"Significant","Q8N130",2.02677233235112,12,"small_vessel_occlusion"
"IFT20",0.74212467597498,-0.000998047995381057,3.82803314681069,0.00274280208158675,0.248645598429157,-1.38831650552621,0.604419224325776,2.5618055296087,"Not significant","Q8IY31",0.32367326190163,12,"small_vessel_occlusion"
"UPB1",-0.86869549812277,0.311789387565417,-3.82236580099252,0.00277000694097148,0.248645598429157,-1.38317879575541,0.604419224325776,2.55751914269662,"Not significant","Q9UBR1",-0.441071574855596,12,"small_vessel_occlusion"
"IL15RA",-0.782271335765875,-0.205249519553035,-3.81437660466825,0.00280883226251166,0.248645598429157,-1.41317913414764,0.604419224325776,2.55147419516677,"Not significant","Q13261",-0.466541961314423,12,"small_vessel_occlusion"
"FAM193B",0.71756025260982,-0.300829716647665,3.80300834783342,0.00286505161046256,0.248645598429157,-1.43308477283881,0.604419224325776,2.54286755033282,"Not significant","Q96PV7",0.840943782457284,12,"small_vessel_occlusion"
"NT5C3B",-1.46215372978052,0.338716098417838,-3.79058403652472,0.00292782579197692,0.248645598429157,-1.46400329183497,0.604419224325776,2.53345476772086,"Significant","Q969T7",-1.46368980279991,12,"small_vessel_occlusion"
"ADGRG3",-0.749308735639454,-0.288225816562772,-3.78682847398978,0.00294707940474198,0.248645598429157,-1.45180049443355,0.604419224325776,2.53060816256314,"Not significant","Q86Y34",-0.811804283303874,12,"small_vessel_occlusion"
"ANKRA2",0.654196888739337,-0.204697896105548,3.78644679686812,0.00294904345758004,0.248645598429157,-1.4661498862512,0.604419224325776,2.53031882756751,"Not significant","Q9H9E1",0.445391661673784,12,"small_vessel_occlusion"
"PARP3",1.02212600907872,-0.0724710918342074,3.78495611024669,0.00295672727429161,0.248645598429157,-1.46775356309054,0.604419224325776,2.52918873253597,"Significant","Q9Y6F1",0.925819964600461,12,"small_vessel_occlusion"
"TEKT3",1.62733800359149,0.150772525618474,3.78026412656568,0.00298104766138815,0.248645598429157,-1.4932725196716,0.604419224325776,2.52563108035368,"Significant","Q9BXF9",1.615751223479,12,"small_vessel_occlusion"
"ZNF687",0.812676342030057,0.065953151943783,3.77365440915642,0.00301565964120637,0.248645598429157,-1.46971212239207,0.604419224325776,2.52061767616008,"Not significant","Q8N1G0",1.08730554250734,12,"small_vessel_occlusion"
"MTRES1",-1.17811645377345,0.353232311705748,-3.75936739820685,0.00309189992496677,0.248645598429157,-1.49366889608321,0.604419224325776,2.50977457126667,"Significant","Q9P0P8",-1.45743304746492,12,"small_vessel_occlusion"
"RTKN2",-0.8179895861678,0.15023972466588,-3.75894876856518,0.00309416366219848,0.248645598429157,-1.52379644056329,0.604419224325776,2.50945671852615,"Not significant","Q8IZC4",-0.868801340460777,12,"small_vessel_occlusion"
"RBP2",1.64954411150342,0.359772882113854,3.75238861072293,0.00312986210803706,0.248645598429157,-1.53761557991818,0.604419224325776,2.50447479569246,"Significant","P50120",1.61465208232403,12,"small_vessel_occlusion"
"MAP3K13",-0.791326380283179,-0.125477180816233,-3.74879632035638,0.00314959024127814,0.248645598429157,-1.53725412548122,0.604419224325776,2.5017459438381,"Not significant","O43283",-0.941729545061077,12,"small_vessel_occlusion"
"TEDC2",1.05399608597532,0.161494434190293,3.74550968183356,0.00316775226949998,0.248645598429157,-1.54094905781013,0.604419224325776,2.49924878926561,"Significant","Q7L2K0",0.969875334948301,12,"small_vessel_occlusion"
"RBFA",1.37059438858355,-0.759048083176216,3.73178012298314,0.00324479909963643,0.250946365823592,-1.53002089920378,0.600419089339121,2.48881218719035,"Significant","Q8N0V3",1.86908290939672,12,"small_vessel_occlusion"
"EGFL6",-0.992615273297414,-0.369557798995326,-3.72342296523585,0.00329264187932665,0.250946365823592,-1.55018094266502,0.600419089339121,2.48245550229447,"Not significant","Q8IUX8",-0.631560120359063,12,"small_vessel_occlusion"
"DBH",-1.12411144478944,-0.181242721776168,-3.71028003402345,0.00336935956426845,0.250946365823592,-1.58276869770518,0.600419089339121,2.47245264041538,"Significant","P09172",-1.03175431575094,12,"small_vessel_occlusion"
"ZNF608",1.03811089659584,-0.312366819630067,3.7080765379318,0.00338240116416585,0.250946365823592,-1.59192450472599,0.600419089339121,2.47077488489575,"Significant","Q9ULD9",1.08851082452706,12,"small_vessel_occlusion"
"CBR3",-0.773720346105384,0.100698057794943,-3.69732328455475,0.00344679633777006,0.252268229261658,-1.61638904686165,0.598137441219107,2.46258437716522,"Not significant","O75828",-0.68278214934149,12,"small_vessel_occlusion"
"CTSH",-1.07812269706754,-0.617290540287892,-3.66696756237567,0.00363548779747401,0.262530692148257,-1.65000617939772,0.580819916443048,2.43943730872844,"Significant","P09668",-0.549130560244833,12,"small_vessel_occlusion"
"CDKL5",2.67612802885022,-0.683731637895107,3.63844199900023,0.00382250709194348,0.272403926446919,-1.70187919680211,0.564786636766812,2.41765170016311,"Significant","O76039",2.91894166384424,12,"small_vessel_occlusion"
"DEFB116",0.673400148802665,0.201755542308092,3.61717374649795,0.00396837172505284,0.279125990427093,-1.73650944154501,0.554199722903907,2.40138765340851,"Not significant","Q30KQ4",0.772229298949242,12,"small_vessel_occlusion"
"GSTP1",1.13770832115088,-0.13087495105962,3.59064253329698,0.00415839386665771,0.283315698307303,-1.78070034120272,0.547729360886016,2.3810743783968,"Significant","P09211",1.4764288981046,12,"small_vessel_occlusion"
"SMARCA2",-1.23934550707311,0.835254276481768,-3.58354624464047,0.00421078774301681,0.283315698307303,-1.76172966230909,0.547729360886016,2.37563664990243,"Significant","P51531",-0.708134420109647,12,"small_vessel_occlusion"
"KIF19",-1.16248568871971,-0.146087201312184,-3.57772328186726,0.00425428688544469,0.283315698307303,-1.81204714394259,0.547729360886016,2.37117322704153,"Significant","Q2TAC6",-1.22117724141904,12,"small_vessel_occlusion"
"ANKRD18B",0.624729050614737,0.0958825236496826,3.5760443165885,0.00426691479764125,0.283315698307303,-1.8204440179796,0.547729360886016,2.3698860291078,"Not significant","A2A2Z9",0.613352196503963,12,"small_vessel_occlusion"
"EMB",1.05177284866292,0.019924808293581,3.57305524684116,0.00428949173951234,0.283315698307303,-1.81179750047347,0.547729360886016,2.36759416417939,"Significant","Q6PCB8",0.923536676594189,12,"small_vessel_occlusion"
"UBTD2",0.61769573705941,0.102980798692442,3.55808103834082,0.00440445600214423,0.287404020573652,-1.81742828554537,0.541507160694703,2.35610772399572,"Not significant","Q8WUN7",0.829248547913241,12,"small_vessel_occlusion"
"DTX2",0.982001092766254,-0.0129214686652025,3.53812125621202,0.00456263596703026,0.288104740183137,-1.87354917195937,0.540449596219955,2.34078418032153,"Not significant","Q86UW9",0.701023351720401,12,"small_vessel_occlusion"
"PDRG1",1.87726637934044,-0.646381429086129,3.53141766419291,0.00461706014250814,0.288104740183137,-1.85763443074176,0.540449596219955,2.33563446822787,"Significant","Q9NUG6",2.31944879250867,12,"small_vessel_occlusion"
"CADPS",1.52546808385372,0.30333667434752,3.52974733666748,0.00463072435479739,0.288104740183137,-1.90060222269863,0.540449596219955,2.334351069741,"Significant","Q9ULU8",1.63994625870671,12,"small_vessel_occlusion"
"APOBR",0.803221817598487,-0.200502418369676,3.52665169063738,0.00465615829441882,0.288104740183137,-1.88686084251817,0.540449596219955,2.33197226349047,"Not significant","Q0VD83",0.680259741283953,12,"small_vessel_occlusion"
"FMNL3",-1.03186702213553,-0.299008126060168,-3.52362430157427,0.00468117007683087,0.288104740183137,-1.85878460577938,0.540449596219955,2.32964557974687,"Significant","Q8IVF7",-1.25258768796921,12,"small_vessel_occlusion"
"TENT5A",0.60544570558276,-0.152924444526434,3.51658427113375,0.00473986801362276,0.288439608559335,-1.88394493852179,0.539945102490659,2.32423375152283,"Not significant","Q96IP4",0.458837215815272,12,"small_vessel_occlusion"
"GPR135",-0.619472820676005,-0.0382065214216709,-3.5000676810496,0.00488056065527564,0.289838433502827,-1.94165139225653,0.537844026209638,2.31153028547547,"Not significant","Q8IZ08",-0.623408426131521,12,"small_vessel_occlusion"
"KCNRG",1.50003146462324,-0.548056044926246,3.49663873309714,0.00491030214281704,0.289838433502827,-1.92654082614607,0.537844026209638,2.30889178386054,"Significant","Q8N5I3",1.32340305745602,12,"small_vessel_occlusion"
"FAM153A",2.47872581059063,-1.52672248799354,3.49513537430946,0.0049234002736817,0.289838433502827,-1.89704748305546,0.537844026209638,2.30773485454117,"Significant","Q9UHL3",2.22227979738797,12,"small_vessel_occlusion"
"TPPP2",-0.601747885250648,-0.0603228180358807,-3.4749007813678,0.00510322133023777,0.294775033687402,-1.92643531919698,0.530509302329101,2.29215559560732,"Not significant","P59282",-0.327957410258906,12,"small_vessel_occlusion"
"DNAH17",-1.04175210912731,0.542148241307586,-3.47347861225091,0.00511611025971488,0.294775033687402,-1.95651447918035,0.530509302329101,2.29106010440649,"Significant","Q9UFH2",-1.43734237652804,12,"small_vessel_occlusion"
"AGAP9_AGAP4",1.37063255538383,0.453777752661457,3.46102464506981,0.00523041322734756,0.298188610940151,-2.01290534515761,0.525508948073847,2.28146399846209,"Significant","Q5VTM2_Q96P64",1.05685626561088,12,"small_vessel_occlusion"
"LONRF2",1.26630068063146,-0.289013053600987,3.43933018497557,0.00543580969569634,0.306670263665535,-2.03851260212806,0.513328333414547,2.26473575605207,"Significant","Q1L5Z9",1.28614606750863,12,"small_vessel_occlusion"
"KPNA7",1.39012729127818,-2.21378797478974,3.42838393976349,0.00554256039023498,0.309469145087759,-2.0474895527802,0.509382644821949,2.25628956623279,"Significant","A9QM74",1.13444853276014,12,"small_vessel_occlusion"
"PHLDB2",1.03023458133143,-0.597374292711417,3.41492972083286,0.00567671300019864,0.310083501378852,-2.03183290339206,0.508521340666064,2.2459030620157,"Significant","Q86SQ0",1.46341894609588,12,"small_vessel_occlusion"
"FLACC1",0.637736946420649,-0.0555596217357864,3.40865169885774,0.00574044306655045,0.310083501378852,-2.08914893045926,0.508521340666064,2.2410545860111,"Not significant","Q96Q35",0.666815716587007,12,"small_vessel_occlusion"
"IQCN",-1.08307440307504,-0.328936406721671,-3.40770502379289,0.00575011631361518,0.310083501378852,-2.06595069699398,0.508521340666064,2.24032337029292,"Significant","Q9H0B3",-0.865909174084663,12,"small_vessel_occlusion"
"GBP4",-0.886266722385368,-0.274747733725235,-3.40454016543942,0.00578257637357164,0.310083501378852,-2.09348698846202,0.508521340666064,2.23787862256051,"Not significant","Q96PP9",-0.971395864257855,12,"small_vessel_occlusion"
"REPS1",1.48397307004805,0.264146855100989,3.39889556505737,0.00584093531632386,0.310142212482451,-2.10207680560923,0.508439119281732,2.2335176031969,"Significant","Q96D71",1.68822960363967,12,"small_vessel_occlusion"
"ZFAND4",1.03549286102484,0.152229481687148,3.36765394740675,0.00617499758202052,0.322765428926202,-2.11795458418394,0.491112988295146,2.20936320812746,"Significant","Q86XD8",0.75332524904183,12,"small_vessel_occlusion"
"EHD2",-0.633361928381452,-0.194636540487409,-3.36218284972405,0.00623547696048509,0.322765428926202,-2.11748326104998,0.491112988295146,2.20513032111338,"Not significant","Q9NZN4",-0.507232905072825,12,"small_vessel_occlusion"
"TCEA2",-0.836035821686737,-0.0373729846129815,-3.36020817804832,0.00625745384735066,0.322765428926202,-2.1559037100549,0.491112988295146,2.2036023449023,"Not significant","Q15560",-0.549745245277882,12,"small_vessel_occlusion"
"LMO4",-0.930527197576279,-0.0391898714005947,-3.34922282578078,0.00638116521723884,0.324356634549197,-2.20891476819881,0.488977214371222,2.19510001074413,"Not significant","P61968",-0.941649777122906,12,"small_vessel_occlusion"
"ATG14",1.18188659031557,0.00695582727591197,3.34686165175737,0.00640807974460193,0.324356634549197,-2.18827598578027,0.488977214371222,2.1932720923631,"Significant","Q6ZNE5",0.937833259786878,12,"small_vessel_occlusion"
"ZP3",1.41033295999763,0.244777576376994,3.32417497942458,0.00667265578893145,0.331793254698169,-2.20535994830828,0.47913244735669,2.17570127779022,"Significant","P21754",1.63838917911053,12,"small_vessel_occlusion"
"PRSS53",0.508194023075873,0.00501733692362905,3.32376626975482,0.00667752303583833,0.331793254698169,-2.22715909456471,0.47913244735669,2.17538460509315,"Not significant","Q2L4Q9",0.364569113456777,12,"small_vessel_occlusion"
"ANKRD20A1",1.01163861526975,-0.436178627113501,3.31052932381584,0.00683713110557625,0.336635473343645,-2.19710476636496,0.472840121676697,2.16512609219556,"Significant","Q5TYW2",1.77946236218725,12,"small_vessel_occlusion"
"WRN",-0.524429430003635,0.127410961935918,-3.30225758329628,0.00693883798736427,0.338565284140224,-2.27006402453542,0.470357575699286,2.15871325258972,"Not significant","Q14191",-0.45602602149759,12,"small_vessel_occlusion"
"SCPEP1",-0.747682667832734,-0.116771126786868,-3.25940635263995,0.00749092437619396,0.357095870389939,-2.32088895218291,0.447215172146148,2.1254645872792,"Not significant","Q9HB40",-0.465647978442056,12,"small_vessel_occlusion"
"ATP2B3",-0.844764112127136,0.182376773096621,-3.25921641794803,0.00749346845421659,0.357095870389939,-2.33469555721542,0.447215172146148,2.12531711663159,"Not significant","Q16720",-1.07501740253397,12,"small_vessel_occlusion"
"ADGRV1",0.795072320920272,-0.319169485437063,3.25750588990159,0.00751641972386505,0.357095870389939,-2.32313832736132,0.447215172146148,2.12398897648676,"Not significant","Q8WXG9",0.936485353764147,12,"small_vessel_occlusion"
"RABEPK",0.947716073550799,-0.0494512363026539,3.24891326702595,0.00763279845045249,0.359471620936093,-2.34946410221151,0.444335390002509,2.11731620532598,"Not significant","Q7Z6M1",0.857461299427918,12,"small_vessel_occlusion"
"PATJ",0.970893267731988,0.433858948837345,3.23828853814707,0.00777923636096283,0.363209863198058,-2.35771905593827,0.4398423664441,2.10906303289427,"Not significant","Q8NI35",1.93320190462151,12,"small_vessel_occlusion"
"VWA5B2",1.16621698481799,0.224074916293224,3.22731054083211,0.00793354332400818,0.364045929638995,-2.3909202966084,0.438843820388256,2.10053280229537,"Significant","Q8N398",1.31753273563726,12,"small_vessel_occlusion"
"CFHR5",0.688680803361485,-0.0480237581456701,3.22716416973852,0.00793562158861015,0.364045929638995,-2.38154517093706,0.438843820388256,2.10041904976224,"Not significant","Q9BXR6",0.738606587797403,12,"small_vessel_occlusion"
"EML6",1.31916858299291,-0.662790987640619,3.22273348259888,0.00799879350573125,0.364045929638995,-2.37432689409243,0.438843820388256,2.09697551467281,"Significant","Q6ZMW3",1.6067799197776,12,"small_vessel_occlusion"
"MSANTD3",-0.666029965348568,0.134490262717009,-3.21710198026657,0.00807982404542239,0.36466939191673,-2.3847344508935,0.438100687137309,2.09259809676677,"Not significant","Q96H12",-0.743339544960431,12,"small_vessel_occlusion"
"RPA4",1.45750024828274,-0.261546300724149,3.19946977417525,0.00833895972551247,0.373254593994839,-2.46075162619726,0.427994838299975,2.07888812366061,"Significant","Q13156",1.45974290307079,12,"small_vessel_occlusion"
"XRN1",-1.0663852519038,-0.484168641269207,-3.18547633305092,0.00855060820572081,0.374998146493741,-2.44700641941752,0.425970878857695,2.06800299275791,"Significant","Q8IZH2",-2.26460954036031,12,"small_vessel_occlusion"
"POLB",0.89313685288298,-0.502608728051806,3.1804268519554,0.00862831138266737,0.374998146493741,-2.49123122019704,0.425970878857695,2.06407419025772,"Not significant","P06746",0.890372581753348,12,"small_vessel_occlusion"
"DUSP19",-0.512613054900103,0.107724196122338,-3.17946075148946,0.00864325946542848,0.374998146493741,-2.44830965975651,0.425970878857695,2.06332244954621,"Not significant","Q8WTR2",-0.0901773582079581,12,"small_vessel_occlusion"
"ZNRD2",0.880912511815148,0.166264887278279,3.17871161665344,0.00865486859522112,0.374998146493741,-2.47193102957228,0.425970878857695,2.06273952152673,"Not significant","O60232",0.856058401933738,12,"small_vessel_occlusion"
"NDUFS3",0.722427947933603,-0.035381019115448,3.16722540934771,0.00883485905654503,0.376946073493129,-2.45958026853831,0.423720776212066,2.05380037444845,"Not significant","O75489",0.805321608270918,12,"small_vessel_occlusion"
