"Assay","logFC","AveExpr","t","P.Value","adj.P.Val","B","neg_log10_padj","neg_log10_p","sig","UniProt","delta_NPX","n_samples","analysis_group"
"CTNNA2",-1.10256086352761,-0.487609785981476,-2.08572355410329,0.0607851955596161,0.738286239435558,-4.24156490303596,0.13177522610943,1.21620218174148,"Not significant","P26232",-1.50585499310068,12,"small_vessel_occlusion"
"DRGX",0.641247607841336,-0.121110207711657,2.08560185039752,0.0607980338444581,0.738286239435558,-4.27072940874641,0.13177522610943,1.21611046520604,"Not significant","A6NNA5",0.733758052970682,12,"small_vessel_occlusion"
"BBOF1",-0.673308339627182,-0.168957535798351,-2.07980761134318,0.0614122201240201,0.738286239435558,-4.29068476031307,0.13177522610943,1.21174520207749,"Not significant","Q8ND07",-0.73476427346468,12,"small_vessel_occlusion"
"MYL11",-1.11109423485178,-0.237553348143895,-2.07947424171381,0.0614477342502816,0.738286239435558,-4.29845544477323,0.13177522610943,1.21149412613377,"Not significant","Q96A32",-1.10837686743055,12,"small_vessel_occlusion"
"CD79A",-0.432880589815821,-0.0186538753720621,-2.07807873746011,0.0615966083457449,0.738286239435558,-4.25676263754815,0.13177522610943,1.21044320045375,"Not significant","P11912",-0.160060652079327,12,"small_vessel_occlusion"
"PABIR2",1.11482849141621,0.15622763770322,2.07771759151199,0.0616351910943961,0.738286239435558,-4.3011623108826,0.13177522610943,1.21017125318917,"Not significant","Q7Z309",1.11275984879051,12,"small_vessel_occlusion"
"C1RL",-0.414425229410641,-0.091269513592124,-2.07687847732505,0.0617249250446505,0.738286239435558,-4.28722244681203,0.13177522610943,1.20953942877901,"Not significant","Q9NZP8",-0.444383941590786,12,"small_vessel_occlusion"
"UPF3A",-0.535371837203536,-0.0387594007576505,-2.07671326741868,0.0617426068902771,0.738286239435558,-4.20589550731011,0.13177522610943,1.20941503772789,"Not significant","Q9H1J1",-0.421830601883786,12,"small_vessel_occlusion"
"KIF13A",0.486029797801273,0.430996321452161,2.07579096054747,0.0618414058186829,0.738286239435558,-4.23142440491406,0.13177522610943,1.20872064631553,"Not significant","Q9H1H9",0.929548820533923,12,"small_vessel_occlusion"
"CRTC1",0.932237134527281,0.0505090840160847,2.07536242297901,0.0618873620206321,0.738286239435558,-4.25054984634533,0.13177522610943,1.20839802892941,"Not significant","Q6UUV9",1.01867218826498,12,"small_vessel_occlusion"
"CCDC197",0.914910933894228,0.126859312877059,2.07364917743552,0.0620714110060415,0.738311010849255,-4.30341546118174,0.13176065465025,1.20710838212914,"Not significant","Q8NCU1",0.873499470310552,12,"small_vessel_occlusion"
"ZBTB44",0.795451269900956,0.224502736702561,2.07225474438695,0.0622215908547393,0.738311010849255,-4.27143038368391,0.13176065465025,1.20605888923178,"Not significant","Q8NCP5",0.701995780425412,12,"small_vessel_occlusion"
"PAPPA",0.521149864909505,-0.100264298419158,2.06885098077539,0.0625896111667152,0.738311010849255,-4.22592272951865,0.13176065465025,1.20349774646036,"Not significant","Q13219",0.389261607612882,12,"small_vessel_occlusion"
"IGSF3",-0.572207464792441,0.294952622081231,-2.06881543028652,0.0625934657201447,0.738311010849255,-4.2658319124581,0.13176065465025,1.20347100145094,"Not significant","O75054",-0.536498200850162,12,"small_vessel_occlusion"
"SMG7",0.448393656552167,-0.0379670187830925,2.06862661681247,0.0626139415176116,0.738311010849255,-4.23724835854478,0.13176065465025,1.20332895672487,"Not significant","Q92540",0.301564409903118,12,"small_vessel_occlusion"
"GAGE2A",-0.512699619452167,0.15171173052416,-2.06776590737809,0.0627073605965025,0.738311010849255,-4.27841591208745,0.13176065465025,1.20268147864576,"Not significant","Q6NT46",-0.794505909263223,12,"small_vessel_occlusion"
"BMAL1",0.89603357761262,-0.274105733881394,2.06410024190994,0.0631066911767209,0.741400953173797,-4.31663512350851,0.12994685996028,1.19992459024772,"Not significant","O00327",0.855497717431613,12,"small_vessel_occlusion"
"CLSTN3",-0.495317711641032,0.148329056799412,-2.05896841027278,0.0636697588426878,0.744138159976774,-4.3095669832502,0.128346423936569,1.19606679507865,"Not significant","Q9BQT9",-0.439596960374287,12,"small_vessel_occlusion"
"DDX59",-0.575070250054886,0.0513218085591992,-2.05803305720327,0.0637728934339732,0.744138159976774,-4.32531092126763,0.128346423936569,1.19536387823148,"Not significant","Q5T1V6",-0.619386504271201,12,"small_vessel_occlusion"
"SIGLEC8",-0.454067603322245,0.0487651793907086,-2.0569591167178,0.063891502516556,0.744138159976774,-4.32273682087521,0.128346423936569,1.19455689857976,"Not significant","Q9NYZ4",-0.39929020766701,12,"small_vessel_occlusion"
"SDHAF3",0.885788309979662,-0.280965687551846,2.05589843916688,0.0640088500865237,0.744138159976774,-4.31169143579116,0.128346423936569,1.19375997479707,"Not significant","Q9NRP4",1.04595753513277,12,"small_vessel_occlusion"
"JCHAIN",-0.499634918751038,0.12670197027425,-2.0555200987305,0.0640507565451849,0.744138159976774,-4.3352854121321,0.128346423936569,1.19347573615413,"Not significant","P01591",-0.507074240488665,12,"small_vessel_occlusion"
"TTBK1",0.743015403068509,-0.0480592244615157,2.05449838032296,0.0641640547838171,0.744138159976774,-4.32079687337353,0.128346423936569,1.19270819904754,"Not significant","Q5TCY1",0.587307555547782,12,"small_vessel_occlusion"
"MOSPD1",1.60372503335335,0.135227010585368,2.05319684998289,0.0643086538013038,0.744221514931327,-4.29615010715424,0.1282977789787,1.19173058158166,"Not significant","Q9UJG1",1.87801374314087,12,"small_vessel_occlusion"
"ANKRD34B",0.771571286127311,0.288526266968499,2.05071400677361,0.0645853443255607,0.745829903768095,-4.32897079692689,0.127360207752516,1.18986602071452,"Not significant","A5PLL1",0.851267439605934,12,"small_vessel_occlusion"
"SPATA2L",-1.32125817488488,0.126549449206019,-2.04745604008719,0.0649501100643741,0.746221819579738,-4.31689048773261,0.127132056307606,1.18742010863545,"Not significant","Q8IUW3",-1.14032247979194,12,"small_vessel_occlusion"
"C1QTNF9",0.519974028604223,0.00676698827495178,2.04690330911915,0.0650121858754916,0.746221819579738,-4.32853125093988,0.127132056307606,1.18700523162696,"Not significant","P0C862",0.509553992216076,12,"small_vessel_occlusion"
"CFAP20DC",2.78912403766659,-0.618549459924301,2.04646124085845,0.0650618734824229,0.746221819579738,-4.34460339118627,0.127132056307606,1.18667343519245,"Not significant","Q6ZVT6",2.85823111746992,12,"small_vessel_occlusion"
"MRPL53",-0.728618871093753,0.388002299626047,-2.04549672940365,0.0651704063259262,0.746221819579738,-4.26070521103979,0.127132056307606,1.18594957124688,"Not significant","Q96EL3",-0.749769121647945,12,"small_vessel_occlusion"
"RNF135",0.734723330997328,-0.322039944430192,2.04113171162599,0.0656637112650488,0.747805271769115,-4.3493538408466,0.126211477544775,1.18267457490576,"Not significant","Q8IUD6",0.691939043147223,12,"small_vessel_occlusion"
"HOMER2",-1.11824361622988,0.673569431528449,-2.04017980308243,0.0657717534356645,0.747805271769115,-4.30974659542996,0.126211477544775,1.1819605799549,"Not significant","Q9NSB8",-1.04602808845895,12,"small_vessel_occlusion"
"APOF",0.338393463073663,-0.110913803102449,2.03871205281015,0.0659386704679929,0.747805271769115,-4.32716042601553,0.126211477544775,1.180859813854,"Not significant","Q13790",0.37788796789412,12,"small_vessel_occlusion"
"NTHL1",-0.66295875433956,0.159845522915324,-2.03804317449965,0.0660148689339625,0.747805271769115,-4.34540228874903,0.126211477544775,1.18035823462955,"Not significant","P78549",-0.555801843106747,12,"small_vessel_occlusion"
"MIA",-0.702393523448852,0.0609170757234097,-2.03730160379828,0.0660994449339572,0.747805271769115,-4.33236845478021,0.126211477544775,1.17980218746038,"Not significant","Q16674",-0.654355891687529,12,"small_vessel_occlusion"
"CFHR4",0.40538847425634,0.0535813028303285,2.03697141662551,0.0661371353724901,0.747805271769115,-4.36368130290583,0.126211477544775,1.1795546198073,"Not significant","Q92496",0.408812393407737,12,"small_vessel_occlusion"
"MYOD1",0.419151760848618,-0.0188827912012736,2.0355943305264,0.0662945451519767,0.74802345113147,-4.2792495913994,0.126084786443906,1.17852220474541,"Not significant","P15172",0.383937900406974,12,"small_vessel_occlusion"
"RABGGTA",0.442389779612241,0.50746807459897,2.03291863072912,0.0666013985871515,0.749831862313211,-4.35345309970273,0.125036109216141,1.17651665082512,"Not significant","Q92696",0.381974826606789,12,"small_vessel_occlusion"
"AASDH",0.9700393546822,-0.137005019932985,2.02883675739559,0.0670720771145592,0.749831862313211,-4.34642871606584,0.125036109216141,1.17345824404815,"Not significant","Q4L235",0.994897830912045,12,"small_vessel_occlusion"
"ECSIT",1.01554502890563,0.0753006954522182,2.02880440441835,0.0670758201247953,0.749831862313211,-4.36568108437382,0.125036109216141,1.17343400857782,"Not significant","Q9BQ95",0.881295697630516,12,"small_vessel_occlusion"
"MAGEA1",0.512053646990595,-0.00317217813183864,2.02820068458817,0.0671457021022135,0.749831862313211,-4.31712831334681,0.125036109216141,1.17298178065765,"Not significant","P43355",0.502172694355249,12,"small_vessel_occlusion"
"MISP",0.622859844047056,-0.00247649305189649,2.02701502045077,0.0672831438373606,0.749831862313211,-4.31420757114955,0.125036109216141,1.17209372411682,"Not significant","Q8IVT2",0.861466275740947,12,"small_vessel_occlusion"
"C7orf31",-0.497048815608411,0.45929400715977,-2.02684901291607,0.0673024083643778,0.749831862313211,-4.31842339836748,0.125036109216141,1.17196939460744,"Not significant","Q8N865",-1.18339244733964,12,"small_vessel_occlusion"
"INSYN2B",0.731052123470809,0.00705748734374841,2.02580267448055,0.0674239506917529,0.749831862313211,-4.35533667143956,0.125036109216141,1.17118580367859,"Not significant","A6NMK8",0.835395278036594,12,"small_vessel_occlusion"
"PIK3CD",-0.526470129859894,0.18318603374064,-2.02078793153015,0.0680093170900714,0.750859658463616,-4.37936362954672,0.124441228442506,1.16743158606402,"Not significant","O00329",-0.575039219217641,12,"small_vessel_occlusion"
"DMC1",-0.48925006918977,-0.0143535751849413,-2.01977267413863,0.0681284041920964,0.750859658463616,-4.35679313976289,0.124441228442506,1.16667178365246,"Not significant","Q14565",-0.381302494449275,12,"small_vessel_occlusion"
"PAGE3",-0.720867448369529,0.0912288085867961,-2.01906881858514,0.0682110790559963,0.750859658463616,-4.30671739872444,0.124441228442506,1.16614508015133,"Not significant","Q5JUK9",-0.730184623811926,12,"small_vessel_occlusion"
"ERVK-19",0.89708884615055,-0.0601951088756323,2.01867951772617,0.0682568466050005,0.750859658463616,-4.38081321509457,0.124441228442506,1.16585377954525,"Not significant","O71037",0.862651195483548,12,"small_vessel_occlusion"
"XRRA1",-0.683893921314996,-0.0410317331552505,-2.0184719639239,0.0682812590752996,0.750859658463616,-4.33343166583278,0.124441228442506,1.16569847929114,"Not significant","Q6P2D8",-1.18229194879532,12,"small_vessel_occlusion"
"HOXD8",0.764721325498241,-0.184342471261819,2.01790325272672,0.0683481926924968,0.750859658463616,-4.38168153315591,0.124441228442506,1.16527296484236,"Not significant","P13378",0.666719728708267,12,"small_vessel_occlusion"
"MORN4",0.942243581913732,0.344561790426572,2.01600800320309,0.068571694256378,0.751790073061828,-4.3848546621909,0.123903413183171,1.16385511993661,"Not significant","Q8NDC4",0.81693286384855,12,"small_vessel_occlusion"
"C3orf38",0.579768181307144,-0.127982034813613,2.0138813670986,0.068823295691561,0.753024180738372,-4.34409931967358,0.123191077726748,1.16226453447027,"Not significant","Q5JPI3",0.265541618796332,12,"small_vessel_occlusion"
"DTNB",-0.497925192253462,-0.188872513361275,-2.01106390820021,0.0691579564687611,0.753477802934165,-4.39531865173402,0.122929537251407,1.16015784806805,"Not significant","O60941",-0.496911764464208,12,"small_vessel_occlusion"
"NOL4L",1.04682705747229,-0.817568399012089,2.0093814862688,0.0693585205043831,0.753477802934165,-4.38273876964199,0.122929537251407,1.15890017942509,"Not significant","Q96MY1",0.855977529287338,12,"small_vessel_occlusion"
"NRG3",0.462197545500199,-0.134121768797437,2.00894802176434,0.0694102823845393,0.753477802934165,-4.39292710805741,0.122929537251407,1.15857618873699,"Not significant","P56975",0.443750725260803,12,"small_vessel_occlusion"
"GRIK2",-0.403226077509989,0.127016867200534,-2.00885631799519,0.0694212377518738,0.753477802934165,-4.37424745573396,0.122929537251407,1.15850764730511,"Not significant","Q13002",-0.353124134029661,12,"small_vessel_occlusion"
"DLEU7",0.629313760035295,0.187792773668965,2.00649185754204,0.0697042654805078,0.753643440290605,-4.38890966461017,0.122834076596849,1.1567406448867,"Not significant","Q6UYE1",0.809272522798606,12,"small_vessel_occlusion"
"EN1",1.36810257991789,-0.655285469566782,2.00639104210089,0.0697163570770116,0.753643440290605,-4.3792377009611,0.122834076596849,1.15666531437166,"Not significant","Q05925",1.83199714273214,12,"small_vessel_occlusion"
"EMC7",-3.02243934781056,-0.973122333719706,-2.00251889888652,0.0701822582862788,0.753643440290605,-4.41612965275709,0.122834076596849,1.15377266140574,"Not significant","Q9NPA0",-3.01598799779479,12,"small_vessel_occlusion"
"RALGPS1",0.732727457425899,-0.248178244438653,2.00239139096328,0.0701976495009362,0.753643440290605,-4.39485727614624,0.122834076596849,1.15367742954916,"Not significant","Q5JS13",0.570507570896215,12,"small_vessel_occlusion"
"FBXL7",1.2860960751969,-0.401584127297004,2.001302105155,0.0703292633354194,0.753643440290605,-4.33176654363722,0.122834076596849,1.15286393158472,"Not significant","Q9UJT9",2.57940110351358,12,"small_vessel_occlusion"
"POTEA",0.896348523628824,0.156575976948564,2.00072874456674,0.0703986325316823,0.753643440290605,-4.33957670011985,0.122834076596849,1.1524357767913,"Not significant","Q6S8J7",1.13992835647826,12,"small_vessel_occlusion"
"IL11",1.01650135142125,-0.115203956782352,1.99577334682146,0.0710008361575084,0.753643440290605,-4.40558131930404,0.122834076596849,1.14873653668299,"Not significant","P20809",1.09681975497598,12,"small_vessel_occlusion"
"CAMK1G",1.1511291299529,1.5030299021552,1.9956303376665,0.0710182864141216,0.753643440290605,-4.3879047993553,0.122834076596849,1.14862981091175,"Not significant","Q96NX5",1.62150656900236,12,"small_vessel_occlusion"
"RGMA",-0.298055311821062,-0.00708298563646774,-1.99505562412232,0.0710884544117433,0.753643440290605,-4.3195305412364,0.122834076596849,1.14820092799638,"Not significant","Q96B86",-0.145174698824329,12,"small_vessel_occlusion"
"THBS4",-0.449387769447978,0.110026325409611,-1.99433839180746,0.071176113481872,0.753643440290605,-4.37194208574978,0.122834076596849,1.14766573000819,"Not significant","P35443",-0.331116717840944,12,"small_vessel_occlusion"
"CSF2RB",-0.483461353633112,0.0975412664314111,-1.99431859633112,0.0711785342838342,0.753643440290605,-4.39623189159522,0.122834076596849,1.14765095927958,"Not significant","P32927",-0.54611893253667,12,"small_vessel_occlusion"
"ACE2",0.380028021485513,-0.186232122126967,1.99396504768634,0.0712217829100394,0.753643440290605,-4.35170151661037,0.122834076596849,1.14738715873955,"Not significant","Q9BYF1",0.437872490127172,12,"small_vessel_occlusion"
"VPS16",0.613562460108908,-0.160749755489329,1.99288449087723,0.0713541162994654,0.753643440290605,-4.40998657962545,0.122834076596849,1.14658096810535,"Not significant","Q9H269",0.51608412829893,12,"small_vessel_occlusion"
"PTN",-1.06998609789131,0.458904679554204,-1.99175349525269,0.0714928722350208,0.753643440290605,-4.38619070623855,0.122834076596849,1.14573725474864,"Not significant","P21246",-0.861412593403033,12,"small_vessel_occlusion"
"DTL",2.00948454315857,-0.0783101928730806,1.9915019419809,0.0715237681516563,0.753643440290605,-4.39770016579772,0.122834076596849,1.14554961327866,"Not significant","Q9NZJ0",2.83072775389467,12,"small_vessel_occlusion"
"CHRDL2",-0.461457730198247,-0.107119512278587,-1.98919608607124,0.0718075549105942,0.755164499797627,-4.41971575153738,0.12195843436727,1.14382986100317,"Not significant","Q6WN34",-0.366765811986157,12,"small_vessel_occlusion"
"BMP4",-1.10810980422056,0.290773890602092,-1.98750471767548,0.0720163818281934,0.75589287593313,-4.4113140339758,0.121539747736332,1.14256870178621,"Not significant","P12644",-1.33065343893,12,"small_vessel_occlusion"
"PRORSD1P",2.43061307702585,-0.486173366506894,1.98607411629105,0.0721934541992849,0.755971034895025,-4.43266277923186,0.12149484421605,1.14150217824761,"Not significant","A6NEY8",2.52378500018801,12,"small_vessel_occlusion"
"ANAPC4",-0.449326349846426,-0.123396584104436,-1.98417356125216,0.072429322067491,0.755971034895025,-4.30078740404671,0.12149484421605,1.14008557974096,"Not significant","Q9UJX5",-1.21163486549631,12,"small_vessel_occlusion"
"GTF2F1",0.315446619424975,-0.116638810141012,1.9840669723704,0.0724425714753541,0.755971034895025,-4.40402131877126,0.12149484421605,1.14000614204468,"Not significant","P35269",0.298299192504159,12,"small_vessel_occlusion"
"AGT",-0.412424119040259,0.343649989265638,-1.97585512180614,0.0734701440510026,0.765219808038905,-4.31959424531582,0.116213796602592,1.13388910864488,"Not significant","P01019",-0.468118410038629,12,"small_vessel_occlusion"
"HDDC3",0.528662654803217,-0.171666528074032,1.97378132703126,0.0737317798216986,0.765408098173074,-4.43075361389734,0.116106947163422,1.1323452824754,"Not significant","Q8N4P3",0.433403163983686,12,"small_vessel_occlusion"
"KIF22",-1.48934155487016,0.730824584917476,-1.97248350762222,0.0738959568034406,0.765408098173074,-4.44547556920899,0.116106947163422,1.13137932325594,"Not significant","Q14807",-1.35534384798791,12,"small_vessel_occlusion"
"AFAP1L1",-0.487318913772175,0.0157327751318614,-1.97127637748689,0.0740489663831014,0.765408098173074,-4.418406686155,0.116106947163422,1.1304809992258,"Not significant","Q8TED9",-0.373651450020926,12,"small_vessel_occlusion"
"EPHX2",-1.05883973685875,0.616319995373487,-1.97124051880415,0.0740535161452531,0.765408098173074,-4.41271240104638,0.116106947163422,1.13045431585678,"Not significant","P34913",-1.20743560578142,12,"small_vessel_occlusion"
"PPT1",1.50882629795346,0.786562517285347,1.96891358665001,0.0743493141802431,0.767001686857517,-4.46690600161382,0.115203680911377,1.12872303318251,"Not significant","P50897",1.45710741622107,12,"small_vessel_occlusion"
"SAMD15",0.525082430002813,0.17836972946922,1.96428504869327,0.0749409570827416,0.768337090098747,-4.47386908693275,0.114448201516555,1.12528076476372,"Not significant","Q9P1V8",0.528641793983323,12,"small_vessel_occlusion"
"CACNA1C",-0.780622613354611,-0.234124280201892,-1.96414423153538,0.0749590253939999,0.768337090098747,-4.45596116285595,0.114448201516555,1.12517606871526,"Not significant","Q13936",-0.682860943568604,12,"small_vessel_occlusion"
"PPP1R1C",0.8289863684044,-0.181678803327183,1.96309676961856,0.0750935527065651,0.768337090098747,-4.35594089269974,0.114448201516555,1.12439734853723,"Not significant","Q8WVI7",0.700203187870128,12,"small_vessel_occlusion"
"DNAH10",1.28939891392319,-0.232116192579269,1.95903110386207,0.0756178394237886,0.768337090098747,-4.44532498487125,0.114448201516555,1.12137573559199,"Not significant","Q8IVF4",1.10931911127908,12,"small_vessel_occlusion"
"DCP2",0.449209904479577,0.0853921612724662,1.95885635486698,0.0756404501029089,0.768337090098747,-4.48202634966863,0.114448201516555,1.12124589552467,"Not significant","Q8IU60",0.446205694441284,12,"small_vessel_occlusion"
"FGF2",-0.654613577217288,-0.0297786084314187,-1.95695280850132,0.0758871556804131,0.768337090098747,-4.46352605935609,0.114448201516555,1.11983172462054,"Not significant","P09038",-0.509845733216831,12,"small_vessel_occlusion"
"LELP1",2.90778534887539,-1.58048141561449,1.95553838451705,0.0760709527053023,0.768337090098747,-4.48114182974576,0.114448201516555,1.11878114464856,"Not significant","Q5T871",2.72429465289627,12,"small_vessel_occlusion"
"MSMP",-0.837018206773719,-0.030131575341026,-1.95412665561292,0.0762548112126466,0.768337090098747,-4.48143726704004,0.114448201516555,1.11773274978858,"Not significant","Q1L6U9",-0.762351227445262,12,"small_vessel_occlusion"
"CFAP20",0.679262385768825,-0.0953697712781529,1.95359216130037,0.0763245293354149,0.768337090098747,-4.45572951330454,0.114448201516555,1.11733586515131,"Not significant","Q9Y6A4",0.771957065963319,12,"small_vessel_occlusion"
"FAM227B",0.504108151308637,0.184911505299776,1.95176560699025,0.0765632270053356,0.768337090098747,-4.48377662646399,0.114448201516555,1.115979770097,"Not significant","Q96M60",0.499116673154224,12,"small_vessel_occlusion"
"MICA_MICB",-1.75269623848701,-1.12620490789413,-1.95145658636826,0.0766036788163557,0.768337090098747,-4.45066855775746,0.114448201516555,1.11575037330109,"Not significant","Q29980_Q29983",-1.30325474739075,12,"small_vessel_occlusion"
"CALML6",0.769197020890589,-0.672586061991751,1.95092395918669,0.076673447972853,0.768337090098747,-4.44905290176529,0.114448201516555,1.11535500626361,"Not significant","Q8TD86",1.70894211754203,12,"small_vessel_occlusion"
"LIMCH1",0.631320362698886,0.0455639399588108,1.95012897859916,0.0767776925528791,0.768337090098747,-4.48968716712153,0.114448201516555,1.11476494414112,"Not significant","Q9UPQ0",0.609810505168779,12,"small_vessel_occlusion"
"ARPP21",-1.94972492751221,-0.771860321362813,-1.94902561886564,0.0769225921431686,0.768337090098747,-4.47686815461228,0.114448201516555,1.11394608929957,"Not significant","Q9UBL0",-2.21924140112741,12,"small_vessel_occlusion"
"GGT1",0.483879999754454,0.106712335643048,1.94722209014162,0.0771599878487605,0.768337090098747,-4.48746250289223,0.114448201516555,1.11260784942132,"Not significant","P19440",0.540995418785938,12,"small_vessel_occlusion"
"N4BP2",0.569144811507722,-0.298391558850805,1.94652923895834,0.0772513671587784,0.768337090098747,-4.48979604038997,0.114448201516555,1.1120938258933,"Not significant","Q86UW6",0.495417652598449,12,"small_vessel_occlusion"
"ANKRD52",-1.023207097739,0.051083754748106,-1.94614864727697,0.0773016055984641,0.768337090098747,-4.49430888603482,0.114448201516555,1.11181148544375,"Not significant","Q8NB46",-0.954682686924934,12,"small_vessel_occlusion"
"MBLAC1",-2.04475409024152,-0.806813076138496,-1.94586751161679,0.0773387351925755,0.768337090098747,-4.49675081667093,0.114448201516555,1.11160293471158,"Not significant","A4D2B0",-1.94482442481177,12,"small_vessel_occlusion"
"LEKR1",0.888713129397693,0.112628574793537,1.94574919757712,0.0773543658705581,0.768337090098747,-4.4981377332565,0.114448201516555,1.11151516974763,"Not significant","Q6ZMV7",0.860560114255973,12,"small_vessel_occlusion"
"SPRR1B",0.618238213121306,0.396540772480269,1.94532968342703,0.077409812221067,0.768337090098747,-4.44845829830615,0.114448201516555,1.11120398604356,"Not significant","P22528",1.06651560802545,12,"small_vessel_occlusion"
"CMYA5",-1.04045226009614,-0.353525890658299,-1.94451992911981,0.0775169399753526,0.768337090098747,-4.46160162354671,0.114448201516555,1.11060337963697,"Not significant","Q8N3K9",-1.25723328036921,12,"small_vessel_occlusion"
"CILP",-0.442158846702538,0.020226235811909,-1.94311818103986,0.0777027111971107,0.768337090098747,-4.41957874259128,0.114448201516555,1.10956382756456,"Not significant","O75339",-0.32775692407574,12,"small_vessel_occlusion"
"DEFB104A_DEFB104B",0.605006419171384,0.0484164676939448,1.94282483045289,0.0777416405786767,0.768337090098747,-4.42813239784666,0.114448201516555,1.10934629870927,"Not significant","Q8WTQ1",0.315264337722744,12,"small_vessel_occlusion"
"CFAP61",2.2359806078495,-0.804796531796455,1.94089612877216,0.0779980409609796,0.769467012467515,-4.46590855358398,0.113809993909714,1.10791630513671,"Not significant","Q8NHU2",1.88294119324003,12,"small_vessel_occlusion"
"KIAA2013",-0.593900485014907,0.176361026863257,-1.9390384423693,0.0782457406939936,0.770507148361217,-4.46618246846984,0.113223327770442,1.10653929395329,"Not significant","Q8IYS2",-0.356936753647668,12,"small_vessel_occlusion"
"TENT4B",0.427630245487806,-0.121245615014535,1.93291337032325,0.0790676111174466,0.774797272353616,-4.51191699893277,0.110811916868593,1.10200138241387,"Not significant","Q8NDF8",0.458316401363949,12,"small_vessel_occlusion"
"NPPB",-2.40235258127756,-0.990636923660835,-1.93272596093012,0.0790928834312162,0.774797272353616,-4.50776468939852,0.110811916868593,1.10186259141502,"Not significant","P16860",-1.95139486065933,12,"small_vessel_occlusion"
"DEFB118",0.820680599162335,-0.180988833929102,1.93259477644066,0.0791105782148356,0.774797272353616,-4.49621834166998,0.110811916868593,1.10176544124098,"Not significant","Q96PH6",0.843269413496767,12,"small_vessel_occlusion"
"GINS4",-0.393601907770044,-0.0794094254573186,-1.92933061394075,0.0795520445075683,0.777714572297816,-4.47671548714851,0.109179763447809,1.09934865439647,"Not significant","Q9BRT9",-0.639199251788003,12,"small_vessel_occlusion"
"DDX43",0.514410067071556,0.349996933092674,1.92704727580661,0.0798622105468162,0.778528221072719,-4.50569249029135,0.108725639956474,1.09765867291707,"Not significant","Q9NXZ2",0.159900807057108,12,"small_vessel_occlusion"
"ITGAX",1.09332949433494,0.0491236845652262,1.92280283466173,0.0804417422114188,0.778528221072719,-4.4835632887546,0.108725639956474,1.09451853200106,"Not significant","P20702",1.73911092962538,12,"small_vessel_occlusion"
"PRUNE2",0.996811175800516,-0.349446480550493,1.92255273474508,0.080476011518881,0.778528221072719,-4.51983892073941,0.108725639956474,1.09433355587494,"Not significant","Q8WUY3",1.32803120514644,12,"small_vessel_occlusion"
"DKKL1",0.6225376596677,0.459021632870038,1.9219232156624,0.0805623294765651,0.778528221072719,-4.53109398772193,0.108725639956474,1.09386798455733,"Not significant","Q9UK85",0.583731956141336,12,"small_vessel_occlusion"
"BHLHE40",0.416621921004589,0.1368159512834,1.92097911548255,0.0806919422464719,0.778528221072719,-4.46565758477352,0.108725639956474,1.09316983098563,"Not significant","O14503",0.443144556480859,12,"small_vessel_occlusion"
"RANBP6",0.38975339934497,0.063901549205184,1.92052057603867,0.0807549632529323,0.778528221072719,-4.45981918611377,0.108725639956474,1.09283077615327,"Not significant","O60518",0.783216442593506,12,"small_vessel_occlusion"
"TFPI",0.35376016463091,-0.103797305026092,1.91919362409385,0.0809375938079366,0.778528221072719,-4.53750821317087,0.108725639956474,1.09184971088427,"Not significant","P10646",0.349760977032461,12,"small_vessel_occlusion"
"H2AP",-0.696450888390204,-0.128865389463802,-1.91792164464917,0.0811130163212969,0.778528221072719,-4.4712680680575,0.108725639956474,1.09090944834219,"Not significant","O75409",-0.959323787157025,12,"small_vessel_occlusion"
"TEX13A",0.795540016142934,0.274086618175109,1.91559731252282,0.0814344789262989,0.778528221072719,-4.48748720304643,0.108725639956474,1.08919167819399,"Not significant","Q9BXU3",0.493241582172258,12,"small_vessel_occlusion"
"NPIPA2",-0.395749576944429,0.0749921916673581,-1.91529958293367,0.0814757407328241,0.778528221072719,-4.48641839680295,0.108725639956474,1.08897168247723,"Not significant","E9PIF3",-0.422111039715154,12,"small_vessel_occlusion"
"FHAD1",-0.594234543192713,0.182306910244127,-1.91363427702078,0.081706888438415,0.778528221072719,-4.53923166716239,0.108725639956474,1.08774132798799,"Not significant","B1AJZ9",-0.661989458650351,12,"small_vessel_occlusion"
"SUMF1",-0.686825802354894,0.545565298448006,-1.91277743698981,0.0818260551106914,0.778528221072719,-4.48253305830349,0.108725639956474,1.08710838594912,"Not significant","Q8NBK3",0.295188071472304,12,"small_vessel_occlusion"
"ZSWIM8",0.559742952715474,-0.0205168188549578,1.91234002920577,0.0818869502368317,0.778528221072719,-4.53635797470266,0.108725639956474,1.08678530326645,"Not significant","A7E2V4",0.686493137744921,12,"small_vessel_occlusion"
"CPSF3",0.674453737617599,-0.0470115356147289,1.91096970108835,0.0820779955880349,0.778528221072719,-4.51896359388509,0.108725639956474,1.08577325793018,"Not significant","Q9UKF6",0.428688236219542,12,"small_vessel_occlusion"
"VCAM1",0.692521557928871,-0.78471818814675,1.91094547910199,0.0820813762095578,0.778528221072719,-4.45148124472274,0.108725639956474,1.08575537061425,"Not significant","P19320",0.48972504394395,12,"small_vessel_occlusion"
"NEB",-0.791261167685495,-0.233083524430792,-1.91054881023544,0.0821367568851205,0.778528221072719,-4.51038848923371,0.108725639956474,1.08546244897083,"Not significant","P20929",-0.809915502795151,12,"small_vessel_occlusion"
